,category,text
279,dvd,For when you need a little Molly Ringwald fix that 16 candles just won't satisfy. Fantastic!
280,dvd,"I am MOLLY RINGWALD's Fan,I have two  Laserdisc OF FOR KEEPS 1988 [ NEW ] And Used,I love it much thats why I bought it on DVD TOO,You won't regret it :"
281,dvd,I have always loved this movie.  Too me it is a comfort movie because I have seen it so many times growing up.  I recently let my 13 year old neice watch it and she loved it too.  I didnt think she would like it that much because its a big time 80's flick but she loved it.  Now she wants to watch it everytime she comes over
282,dvd,"Molly Ringwald shines in this film as she portrays a high school senior who ends up pregnant. She and the father get married and try to stick it out... she tries to work while pregnant, he tries to help his dad out... nothing seems to work. They get their own place and have to deal with their electricity being shut off so they end up moving in with her mother, which is difficult for everyone.Molly's husband has gotten a scholarship to a prestigious school and he's willing to give it up to help her with the baby, but she doesn't want him to. In the end she just about forces him to take the scholarship and he does.Mixed in with the humor and comedy, there is a great lesson on teen pregnancy and getting married young. It's harder than it looks and this is an excellent movie for young girls to watch and learn from"
283,dvd,This is really one of my favorite Molly Ringwald  movies...of course all of them great...this one stands out a lil more ...Its a more serious role of something thats happening everyday...I was also excited this came to dvd....I give her alot of props for this one
284,dvd,"For Keeps where shall I start.  For Keeps is one of those 80's movies that would fit perfect on The Lifetime Network.  Molly Ringwald stars as Darci Elliot and Randall Batinkoff stars as Stan Bobrutz (intentional hard to spell and pronoucne name, it is the butt of several jokes in the film).  The two high school sweethearts are sent fast forward into adult hood when Darci becomes pregnant.  They struggle to stay together.  I think this film is great because it shows young people just how hard things can be when you introduce a baby into the picture.  It is not one of those happily ever after stories, Stan and Darci go through some real hard times.  The movie itself takes a real awkward turn towards the end with Darci pushing Stan to pursue his dreams without his knowledge, but the movie will entertain those in 6th grade and up.  Its a bit pricey but it is good for educational use and for the 80's fan building their collection"
285,dvd,"I LOVE this movie and I was so worried it would never get to DVD since not many people have even heard of it. Its one of those movies that you can watch in your PJ's over and over. I just think of it as a comfort movie, I'm sure plenty of people would think thats crazy but I really like it =o"
286,dvd,"I've been told by many people that this show was an American Monty Python.  While it is slightly better than SNL (Bob Odenkirk, the co-creator of this series, rarely got any of his sketches on the air while he toiled at SNL, so this show was the result), it still isn't particularly funny.  The only sketches I liked were the ""burger"" commercial in Season One, the Iguana sketch (Odenkirk plays an Iguana very well), and the Jesus Christ Superstar parody is really good (though not particularly funny...just well shot and edited, it feels almost like a tribute).  But other sketches drag on and on (particularly the infomercial parody), and many feel forced.  The repartee between Cross and Odenkirk doesn't really work well either.  I tried to get into this show, but just couldn't.  Sorry..."
287,dvd,"I've been a Mr Show fan for decades. I saw Bob and David (not Dave) in concert in Twin Falls, Idaho back in 1989. They were a bit raw, but what they lacked in polish they made up for in sincerity and harmony. Some people want to call them the next Bob  Ray or Rowan  Martin or even Goldberg/Williams/Crystal. I say peeshaw! Bob has more talent in his ankle (left) than all of those jerks combined. And for David (not Dave), he's an example of how to live your life even when your body is being ravaged by HPV. I hope Lifetime will listen to its viewers and bring this back"
288,dvd,"I had never watched Mr. Show up  until a little over a year ago when they started playing it after midnite on TBS slightly edited.  I was hooked and began recording every episode on Tivo, until I realized they seemed to be edited so I picked up the 4th season and loved it, there were so many hilarious sketches on that thing, my favorite being the story of Everest.  I finally picked this up a few weeks ago and have watched it several times, and while I found myself laughing out loud often, I didn't find this to be as clever or funny as the 4th season, aside from one or 2 sketches, not too much really stick out like the majority of season four.  A must own if you're a true fan of the show, for the commentary alone"
289,dvd,"Mr. Show, simply put, funniest, most intelligent skit show OF ALL TIME. David Cross has performed stand up in more than 109,251 comedy clubs, entertaining more that 70,000 people across the world. Bod Odenkieriertkko#^eik is SNL's grammy winning writer; nuff said. A++                                              ="
290,dvd,"It could be argued that the brilliant and equally bizarre Mr Show, had a very limited, niche appeal...although I'm unsure as to why exactly. Well, that's not entirely true, as I have a pretty good idea of why that is...or was. Maybe the explanation lies within the inherent properties of average TV audiences being... well, why even delve into it, eh?Allow me to slather on high praise: I miss Bob and Dave. Bob was recently doing some late-Friday-night-oddball-flick-hosty thing on Sundance Channel. In fact, it was there that I saw the movie he directed, ""Melvin Goes To Dinner,"" which I enjoyed. But I digress...Mr Show was original, intelligent, hysterical. Thank your lucky stars that the goodness of Mr Show's hijinks have been preserved in this format for you to enjoy whenever the mood strikes you.Break this DVD out at a party and silently muse over the obtuse, slack-jawed faces. Y'all are truly brutalizin' me."
291,dvd,"This is the fourth time I have watched this first and second season of Mr. Show, and I must admit, it is one of those rare programs that continues to get funnier and funnier each time that you watch it.  Literally, you catch something new and fresh each time it is placed inside of your DVD player.  What makes this series work better than most other television comedies out there is the chemistry of the cast.  Bob Odenkirk and David Cross are perfectly matched while also being completely random choices for the hosts of the show.  I had not heard about either of them before watching this series (which I bought due to a recommendation from a friend), now I have watched Melvin Goes to Dinner several times and listened to David Cross' stand-up comedy whenever I need a very social pick-me-up!  Needless to say, I have full submersed myself into their world after watching this groundbreaking series.What continues to work with this program is that the jokes are not your typical slapstick humor that the average ""Joe"" can get from watching reruns of Friends on NBC.  Mr. Show is hard hitting, in your face, political, yet not so political, social satire about the world around us.  While you may just see this as just another comedy show, I see it as so much more.  The cohesiveness of the skits and the underlying message throughout each show seem to represent the voices that we hear coming from our local papers on a daily basis.  They are not afraid to take a delicate issue and twist it into a hysterical moment.  The brutal honesty of David Cross makes this show thoroughly enjoyable while the approachable Bob Odenkirk brings it to our level.  Also, the interweaving of comic geniuses throughout the show keeps you wanting more.  Jack Black is a regular on the program (and really proves why he is funny), and there are appearances by Dave Foley, Sarah Silverman, Jeanne Tripplehorn, Patton Oswalt, Julia Sweeney, Janeane Garofalo, Ben Stiller, Conan O'Brien, and Andy Richter.   This is not a show for everyone, but it does showcase the beauty of HBO and the ability that they have to see, and go forward, with avant-garde comedy. My favorite episodes were the News Report featured in the extras, Operation Hell on Earth, and If You're Going to Write a Comedy Scene, You're Going to Have Some Rat Feces in There, and the infamous milk machine joke song with Jack Black!   Utterly hysterical. (no pun intended)This DVD set of the first and second seasons is packaged very well.  With every season uncensored (were they ever with HBO), you get Mr. Show as it should be and will always be remembered.  It also is chalked full of extras that will quench every drop of Mr. Show that resides in you.  The news report that they do in the extras portion of this DVD is worth buying alone.  Again, it shows the creativity and originality of a program that knew no boundaries.  I cannot wait to get my hands on the other seasons and fully explore the world in which I live ... which is the world showcased continually on Mr. Show.  The absurdity of our culture is redefined with this program.Grade: ***** out of ****"
292,dvd,"I started watching Mr Show on HBO in it's 3rd season on HBO and loved it.  I ran accross the DVD for seasons 1  2 together and in a fit of nostalgia decided to get it.  It was on of the best DVD purchases I've ever made.  These men are geniuses, although not everybody gets their brand of comedy.  It was fun seeing Jack Black on one of the early episodes as well"
293,dvd,"My favorite movie is The Diary of Anne Frank. (1959). Why? This is a movie about a 13 year old girl and her family that hides with her family and 4 other people in Amsterdam, the Netherlands, to escape from the Nazis during World War 2 because they are Jewish.The characters consists of Mr., Frank, Mrs. Frank, their daughters  Margot and Anne. Then there are the Van Daans, and their son Peter. Also, there is a crabby old dentist. And they have the helpers, Mr. Kraler and Miep. They help the people in the secret annex get food and clothing. Later in the movie, Anne falls in love with Peter, the Van Daans' son. They tell each other everything. *Beware, at the end, Peter and Anne kiss a couple of times, and everybody is arrested and taken to conceratiain camps. Mr. Frank is the only survivor. "
294,dvd,Read the book..had to see the movie.  This item hardly needs my review.  It is and always be one the greatist stories ever told
295,dvd,"Restored to its original 180 minute roadshow length (including overture and exit music), George Stevens' CinemaScope production of THE DIARY OF ANNE FRANK (1959, Fox) is a deeply moving and superbly acted movie experience.  Frances Goodrich and Albert Hackett adapted their Broadway show, with a brilliant Joseph Schildkraut  (Otto Frank) and Gusti Huber (Mrs. Frank) repeating their stage roles.  Added to a great cast are a very poignant and natural young Millie Perkins as Anne, Oscar winner Shelley Winters, Oscar nominee Ed Wynn in a bitter dramatic role, Diane Baker, and Richard Beymer as Anne's boy friend.It is heartrending material--a German Jewish family hiding out from the Nazis for two years in a Dutch attic, with Anne keeping a daily diary that was curiously ignored by the Nazis and has become one of the most important Holocaust documents.  (Maybe the same God who unforgivably let Anne and her sister die in a concentration camp only one month before war's end helped hide her diary for posterity.)  Location filming was done in the actual Amsterdam attic, with the real Otto Frank as technical advisor.  The Oscar-winning B art direction re-creates the actual two story attic interior to perfection (on huge Fox sound stages), and Oscar-winning cinematographer William Mellor (PEYTON PLACE) worked miracles to make wide CinemaScope compositions look cramped and claustrophobic. Producer/director Stevens gives it all a nail-biting tension, even though we know the grim outcome because of the powerful opening and closing framing device.Bonus material is outstanding--a feature-length documentary ""Echoes From the Past."" new interviews with George Stevens, Jr. (who was second-unit director in Amsterdam) and a still-beautiful 66 year old Millie Perkins, and Movietone Newsreel footage.  You will need two evenings for this film masterpiece that was nominated for eight Oscars the same year as SOME LIKE IT HOT, NORTH BY NORTHWEST, BEN-HUR, and ANATOMY OF A MURDER.  That was some movie year!  DIARY OF ANNE FRANK is an unforgettable Holocaust drama and movie experience when you have a three hour time slot."
296,dvd,"Detached as I am when watching movies, this one truly grabbed my heart and never stopped squeezing, the juice pouring out of my eyes in the form of sympathetic tears.This movie is great in all departments--acting, writing, directing, and editing. Based on some of the previous reviews, I expected an amaturish performance from Millie perkins. No way. She was wonderful, expressing the gamut of teenage emotions and evoking from me a caring, understanding response. Her only weakness is in her voice-over narration--it's a bit stiff, never transcending the sense of someone reading rather than just talking naturally. But this this is greatly overshadowed by the subtleties of her acting, which absorbed me thoroughly. THIS IS A MOVIE WORTH SEEING MANY TIMES--SO ABSORBING IS THE STORY AND THE CHARACTERS"
297,dvd,"This is a beautiful and very touching dramatization about a gifted, young German Jewish girl whose family had to go into hiding in order to avoid being captured and killed by the Nazis. The characters of Miep Gies and Kraler--Otto Frank's co-workers who hid the family at this horrible time and place--are very, very positive, as well. The film stars Millie Perkins (Anne Frank,) Richard Beymer as Peter Van Daan,) Ed Wynn (Dussel) and Shelley Winters (Mrs. Van Daan) who won an award for this as best supporting actress. All were absolutely brilliant. The film is a work of art that won several academy awards. I cannot recommend highly enough this remarkable and brilliant work--as positive and human as Anne herself."
298,dvd,"While millions of unfortunate people were marched off to Nazi death camps during World War II, the Franks and the Van Daans savored their moment in hiding until they were discovered in August 1944 after an informer had tipped off the SS. Millie Perkins played the title role of Anne Frank, a girl in her teens who wished for a happy life and did her best to bring happiness to her family during a tumultuous time in the course of history.In the two years the eight people were cooped up in a secret hideout on the top floor of a building located in the heart of Amsterdam, Anne kept up with her education and had the dream of one day to become a writer. She began writing a diary of her daily experiences of what she learned in life and how she coped with the boredom while in hiding. She had a courtship with Peter Van Daan as their relationship grew stronger toward the end when the SS broke through the secret entrance arresting all eight people.Anne died of typhus within two months of Nazi Germany's surrender while interned at the infamous Bergen-Belzen death camp. Her father, Otto, was the only one of the eight to survive the Holocaust, returning to the former hideout where he found his daughter's diary to have it published. He resided in Canada until his death in the 1980s.I visited the Anne Frank Museum in Amsterdam during the summer of 1977 before seeing this film for the first time the following year. Seeing the layout of the actual hiding place, I could picture how everything was while watching the film. Though a part of history, reflecting back to that dark era is painful for some people who had experienced the Holocaust and Nazi persecutions. Someone once said of the Nazi era that it is the things we want to forget most that we try the hardest to remember."
299,dvd,"Is a very interesting adaptation of this famous Diary, that shows the life of Anne and her family, when they were hide from Nazis on WWII. I recommend it. Canadian and mexican customers, be careful, neither spanish or french audio tracks were included, but you can select the subtitles"
300,dvd,"For those of you who may be reluctant to buy this because of the specifications listed on the back of the box, let me set your mind at ease.  While the box states Widescreen format (Aspect Ratio 2.35:1), it is actually anamorphically (16x9) enhanced.  And even though it states English stereo, it is actually dolby digital 4.0  There is no English mono or Spanish and French language tracks.  And the commentary track includes Millie Perkins even though she's not listed.  The movie looks beautiful and sounds great"
301,dvd,"My new year's resolution was to see a bunch of movies I'd always intended to see but continually seemed to miss.  Somewhat belatedly I'm fulfilling my resolution, which is why I finally saw WESTWORLD.  Although it was somewhat dated, I was surprised at how much I enjoyed this.  The film concerns Delos, a resort of the future that allows guests to visit either of three theme parks where behavior that is frowned upon in the modern world can be engaged in without repercussion.  Guests engage in orgiastic sex, feasting and heavy drinking, and the killing of opponents just for the sheer fun of it.  One can choose between doing this in Roman World, Medieval World, or Westworld.  The film focuses primarily on two visitors to Westworld, played by Richard Benjamin and James Brolin.  This was one of the last Sci-fi films made before the onset of the personal computer, yet one of the first to actually utilize computers in the making of it.  According to one book I recently read, the CGI representing the vision field of the The Gunslinger robot was the first use of computers to generate images in film history.  So, in this way it could be considered cutting edge.  On the other hand, when things start going wrong with a number of the robots, the head of technology on Delos describes the ailment as a ""disease.""  Today we'd obviously describe this as a virus in their software.  ""Westworld"" is clearly the stock Warner Brothers Western set that was used at approximately the same time by BLAZING SADDLES.  This works well for the film for it gives the viewer an image that seems weirdly familiar (though understandably familiar, since it has been used in dozens of movies and hundreds of television episodes).  So the visitors to the park get pretty much the Western experience prior media would have conditioned them to expect.  Even the bad guys seem familiar.  Yul Bryner, for instance, wears the exactly same outfit that he wore when he starred in THE MAGNIFICENT SEVEN.  The visitors quickly fall into the routine, James Brolin doing an obvious imitation of Clint Eastwood and Richard Benjamin quickly breaking out of the mold of somewhat nerdy lawyer.  They visit the local brothel, kill the robot played by Yul Bryner a couple of times, get arrested and break out of jail and shoot the sheriff, and get drunk in the middle of a huge brawl.  Then things go wrong on a major scale, with the robots going on a killing spree.  The highpoint of the film is the long chase of Richard Benjamin by Yul Bryner.  A remake of WESTWORLD is currently in development.  I am normally opposed to remakes.  For the most part remakes are pale imitations of the originals, even in the case of most Sci-fi films.  The remakes of THE INVASION OF THE BODY SNATCHERS were inferior to the original, while the original PLANET OF THE APES is vastly superior to the remake.  But this is one instance where, if done correctly, a remake could improve upon the original.  The film is well done, but it was made well before computers came to dominate cultural life.  As a result, the computerized control room looks absurdly primitive.  For instance, there are no keyboards, but only consoles with buttons and switches and knobs.  The danger, of course, is going overboard with the special effects.  The temptation all too often is to go overboard with CGI and spectacular effects; in such cases story is sacrificed for spectacle.  My hope is that they will keep this under control and keep enhancements at a minimum.All in all, this was a very enjoyable and different Sci-fi film.  It was directed and written by Michael Crichton and I couldn't help but think throughout it how similar the overall premise was to another Crichton creation:  JURASSAIC PARK.  Both deal with things going wrong at technologically advanced theme parks.  Substitute dinosaurs for robots or vice versa and you have essentially the same movie. "
302,dvd,"special effects have come along way from 1974 when westworld first came out,but this little gem still hangs head and shoulders above most sci-fi entertainment.      welcome to delos,vacation spot of the future,where you can have a once and a lifetime fantasy come true. you may choose westworld,romanworld,and meadevilworld! you can,for $1000.00 a day(1974 prices) you can live out your most secert fantisies.it's all set up to please you and you can't get hurt. of course if that were true then we have no movie. soon after the latest batch of people get to the park,the robots begin to have breakdowns,like a virus(i still remember the reviews calling the idea of computers getting viruses as ""to far out there,no one will believe it"" wonder if they still think so). james brolin and richard benjemin are two friends enjoying westworld when the whole park goes on the blink and the robots start to kill thr guest.  the final chase(with evil robot yul brynner,still dressed as chris from his stint in the maganfict seven cloths)is very thrilling and the whole movie has the feel of a park ride gone bad. a very fun movie"
303,dvd,"A bit campy in spots, a bit ahead of its time in others, Westworld looms as a potential goldmine for trilogy-happy Hollywood.  Introduce an all-star cast at the beginning, split them up to the three different worlds, and end the first film with the characters escaping their grisly fate... only to find themselves in Medieval World.  Repeat formula for the second part, adding in the characters who went off to that park, then shunt the survivors off to join the rest at Roman World for the big third film finale.  Seriously, why is somebody not making this already"
304,dvd,I watched this with my 6 year old daughter last night.  She was into it (with her short attention span) for the whole film.  One pleasant surprise...it has a pretty good chase scene.  I like chase scenes.    Any SF fan will welcome this in his/her collection.A few good comic shots.  Watch Richard Benjamin struggle to get into the saddle during the Jail break. 
305,dvd,"I WANT THE TWO HOURS OF MY LIFE BACK!After all the talk about what a cult classic this film is! What a waste of time! Maybe this movie was a novelty to American moviegoers in 1973. That time is past (even then, the ""robots attack people"" concept was hardly new). Now this is just a boring B movie with bad acting and anticlimactic action. This film is only good for academic or nostalgic purposes. Unless you are doing a research paper on American Sci-fi cinema, or you are in your 40s and enjoyed this movie as a kid, or you just like boring anticlimactic B movies, AVOID THIS DULL PIECE OF DRIVEL.I FEEL CHEATED!   "
306,dvd,It was a great movie.  If there were such a place as West World I would enjoy taking a vacation over there.  I know I would have a great time. I am sure that all of you who have seen the movie would want to go there also if it were real.  It was a movie worth buying
307,dvd,"In the future, there is a special adult themepark called ""Delos"" which has three different area adventure worlds which are ""Medieval World"", ""West World"", and ""Roman World"" where realistic humanoid robots serve the guests with the vacation they will remember. Two Vacationers ( Richard Benjamin and James Brolin) has chosen Westworld where they can do anything they want but unfortunately as there's a malfuction the robots completely go bersek especially a deadly gunslinging robot ( Yul Bryner) who wants to kill them.Amusing and fascinating Sci-fi thriller written and directed by the author of ""Jurassic Park"" Michael Crichton with some fine acting and good special effects for it's time. Yul Bryner himself steals the show as the bad guy who was an influence on ""The Terminator"", this has became a cult fave and one of the most interesting pre-Star Wars Sci-fi movies of that time and was parodied in the episode of the Simpsons called ""Itchy and Scratchy Land"".The DVD has decent picture  sound with only one extras which is the original trailer, but still this is a must have for anyone who likes Sci-fi.Also recommended: Jurassic Park, Terminator 1  2, Blade Runner, Tron, Robocop, I Robot, and Chopping Mall"
308,dvd,"Mark Wahlberg and Burt Reynolds star in this film centering on the heyday of the porn industry in the 70s and 80s.Mark Wahlberg stars as Eddie Adams, a [..]bus boy working at a nightclub washing dishes.  One of the club's most frequent visitors is Jack Horner (Burt Reynolds), a porn movie producer who comes to the club looking for new actors.  Rollergirl (Heather Graham) also works at the club and is one of Horner's most popular actresses.One night, Jack goes into the back to talk to Eddie and soon the two become friends.  Jack tells Eddie all about the porn business, and Eddie is immediately intrigued.  Eddie has nothing to lose, since his parents threw him out of the house with just the clothes on his back.  Eddie accepts jack's invitation to act in one of his films and soon he is submurged in the world of [..] movies.His costar in his first movie is Amber Waves (Julianne Moore), a very close friend of Jack's who lives in his house with him.  Eddie has a very successful session with Amber, and soon he sees his career begin to skyrocket.  Due to his new-found success, Eddie decides to change his name.  He settles on Dirk Diggler.For several years, Dirk is living in the limelight, making lots of money, and filming lots of x-rated movies.  However, success begins to take its toll, and Dirk delves into the world of drugs and alcohol.  Dirk's hard-driving life catches up to him and he has a major falling-out with Jack, who has replaced him with a new main actor called Johnny Doe.  Dirk's downward spiral continues, and he and his best friend Reed Rothschild (John C. Reilly) are involved in a shoot-out with an over-drugged thug who likes to listen to Night Ranger music.Dirk survives, but he realizes his life is a mess.  He decides to try to make amends with Jack, and Jack and Amber welcome him back with open arms.  After their reconcilliation, Dirk resumes his role as Jack's main star.I thought this was a very good movie.  Mark Wahlberg, Julianne Moore, and Burt Reynolds give fine performances.  The plot is very good and does a good job of showcasing the porn industry at the height of its success.I recommend this movie very highly.  Watch and get a feel for what it was like to be a porn star"
309,dvd,"'Boogie Nights' does for the disco seventies and the porn industry what 'Nashville' did to country music.  It shows the underside of the glamour presented.  The film shows us all the trappings that draw people to the ""high life,"" then pulls the rug out from under it.  We see the usual suspects and the usual draws:  There's money, fame, lust, passion, and drugs.  But these benefits provide an understated banality that comes to the fore.  The seemingly long, drawn out conversations are only postcards of emotion that show the depth of personhood that seems to escape all of the protagonists.  It is superficial, and all of life's best elements seem to go out the window. There is the calculated cheesiness of the producer (Burt Reynolds) and his odd detatchment from his craft.  He both revels and drowns in the lust and money that are presented to him.  He meets a young aspiring hopeful (Mark Wallberg) who must overcome his poverty and alienation from home.  His naivete' is striking, and he doesn't entirely change in his innocence, only becoming a casualty of it.  (The way he practices to become the next Bruce Lee in the midst of his success as a novelty presentation is certainly a sad commentary about his life.)  His new success doesn't make him all that happy, including his rationalization that his movies are making marriages more passionate.  The aftermath of all the calculated lust makes everyone, except the calloused producer, a casualty in a different way.  One fellow porn star (Don Cheadle) demonstrates that his true passion is for a loving marriage and a hi-fi business, but the decent, conventional world won't let him.  Similarly, a fellow porn creator (William Macy) shows tragically that love transcends lust, even when it won't ever become realized.  A female porn star is devastated by her cocaine addiction and an inevitable result of a custody battle.  If we aren't convinced near the end of the movie, then a ""candid camera"" scene between ""Rollergirl"" and the man off the street certainly shows how the emotional baggage catches up to all of the porn industry's false promises for true happiness.The initial draw to 'Boogie Nights' may be deceptive.  It presents the glamour of all that the modern world believes to be desirable, but cleverly shows how the lowest common denominator can restrict our lives from even greater happiness."
310,dvd,"This is a movie loosely based on 70's and 80's porn star John Holmes. In this version, a young man name Eddie Adams is approached by porn director Jack Horner. Eddie then turns famouse and leads into a downward spiral including drugs and violence. This movie features many stars of the late 90's and today, including Mark Wahlberg as Eddie Adams, Burt Reynolds at Jack Horner, John C. Reilly as Reid Rothchild, and Julianne Moore as Amber Waves. Burt Reynolds and Julianne Moore were nominated for oscars for their breakthrough performance. This movie was also nominated for Best Writing to Paul Thomas Anderson for an oscar.The Extras on this DVD are good: 10 Deleted Scenes, a Music Video, 2 Commentary tracks, and the John C. Reilly Files"
311,dvd,"A film about the porn industry in the late 70's early 80's. Great Cast, Great Performances, Great Story, just a Great Film. Unique approach to the subject, characters that are flashy yet human with real emotion ,characters played by Julianne Moore, Don Cheadle, Heather Graham, William H. Macy, and Burt Reynolds respectfully, are great to watch. This is a performance piece"
312,dvd,"Given that pornography is a multi-jillion-dollar-a-year business, it's sort of surprising that it hasn't received the cinematic treatment more often, but Boogie Nights provides it with the sort of skewed, darkly comic treatment that it almost certainly deserves, and becomes a certifiable classic in the process.  Following the story of Eddie Adams, a simple-minded, almost impossibly well-endowed teenager from suburban California who achieves porn stardom as Dirk Diggler before turning 20, Boogie Nights is both a time-tested star-is-born-and-almost-blows-it-all story and a loving tribute to a time and place that will probably never be replicated and the individuals who made it what it was.  Paul Thomas Anderson's directing is as excessive and stylish as you'd expect from a movie centered on the porno industry, with Anderson pulling out every trick in the book--long tracking shots, underwater closeups, montages, movie-within-a-movie views, and some moments that approach stream-of-consciousness (Dirk's vision of his professional name literally exploding off a neon sign being a prominent example).  Naturally, Anderson also loads the movie up with period details, right down to the Farah Fawcett poster in teenage Dirk's room, the platform shoes, and the obligatory disco sequences.  Its visual flair aside, though, Boogie Nights is also the sort of insanely quotable, watch-it-until-you've-memorized-it movie that seemed to come out in droves in the nineties (Trainspotting, Fargo, Goodfellas, Swingers, True Romance, etc. etc. etc.) but has been in disturbingly short supply this decade.  This movie simply seems to have everything you can think of going for it, especially its murderer's row of a cast--Burt Reynolds (Jack Horner), Don Cheadle (Buck Swope), John C. Reilly (Reed Rothchild), Julianne Moore (Amber Waves), William H. Macy (Little Bill), Luis Guzman (Maurice Rodriguez), Tom Jane (Todd Parker), Philip Baker Hall (Floyd Gondolli), Philip Seymour Hoffman (Scotty Jay), and Alfred Molina (Rahad Jackson) all figure prominently--and even Wahlberg (Dirk himself) and Heather Graham (Rollergirl) have roles that are perfectly suited to their relative limitations as actors.  That said, what really gives the movie its resonance is the obvious sympathy with which it treats its characters, who are generally easy to laugh at but equally easy to like.  The main characters almost entirely have hopes, aspirations, and attachments beyond the rather closed world of their profession--Jack's desire to be a serious filmmaker; Dirk's ridiculous pseudo-Karate and Reed's equally ridiculous poetry; Buck's goal of opening his own stereo store; Amber's attempts to get back in touch with her son, which she blatantly compensates for by mothering her co-stars--helping us see them as fleshed-out characters, not just plot devices in the story.  Since there isn't really a plot to speak of, the movie is told as a series of episodes, Goodfellas-style, with several extended pieces--the pool party at Jack's House where Eddie/Dirk gets introduced to the whole crew; the New Year's Eve party celebrating the start of the '80's; the fake drug deal gone bad at a Rahad's house--serving to turn the narrative in new directions.  This last set piece--when Dirk, Reed, and Todd head over to Rahad's house to sell him some baking soda disguised as cocaine and it quickly degenerates into a laughably misguided robbery attempt--deserves special mention, as it's easily one of the most fascinating single scenes in recent film memory.  It starts off almost surreal, with a skinny Chinese guy walking around randomly lighting firecrackers and Rahad (clad only in underwear, a bathrobe and slippers) discoursing semi-coherently as he sings along to not-so-classic 80's songs on a mixtape.  From there it just gets progressively darker and tenser, with the lighting, acting, and direction all perfectly serving to ratchet up the feeling of desperation and horror as Todd kicks his ill-conceived robbery plot into motion and things spin way out of control.  Molina's over-the-top performance, more than anything else, makes the scene, as he turns Rahad into a manic ball of drug-fuelled energy and, later, a shotgun-toting avenging angel determined to take his revenge.  I wouldn't say Molina turns in the best performance I've ever seen in a movie, but it it probably the best performance I've seen from someone who only got one scene in the whole movie.The '80's are, of course, the hangover from the joys of the previous decade, as the emergence of video downgrades the quality of the product, cocaine suddenly becomes addictive, and Dirk starts to become too big for his britches in more ways than one.  Fittingly, as the disco era gives way to tougher times in the eighties, the movie takes a darker turn, becoming grittier, more downcast and a lot more violent, but no less compelling.  All the unbridled energy and creativity of the first half is still present, just in a decidedly less sunny form.  Even when people are getting beaten up and shot left and right, the movie's pedal-to-the-metal pacing makes it all but impossible to look away.  Well, except maybe for the notorious money shot at the end, but by then I for one didn't care."
313,dvd,"The setting of this film is in the late 70s, just before adult movie theatres were driven out of business by the invention of the VCR and the subsequent explosion of pornographic VHS tapes.  Burt Reynolds plays a porno director who has the effrontry to try and be ""artistic"" in his craft.  Heather Graham plays his psycho-starlet, and Mark Wahlberg plays a porn star who is....well.....let's just say, endowed.Wahlberg's character quickly becomes a huge hit and encounters success he would have never dreamed of. Wahlberg's character seems to be a sort of oblique allusion to John Holmes, although I don't know if the film-makers would admit as much.   At any rate, he becomes arrogant and begins to believe that he is loved for factors other than his ""package.""  This hubris leads to his un-doing as the world of porn coalesces with the world of drugs and LOTS of shady characters.This sounds like it would be the framework for a good movie.  Well, it could have been, but all the way through there seems to be something missing.  There are times the film ""seems"" to try and convey a message, but I'm not really sure.   One thing I do know is that I quickly remembered why I've never cared for Wahlberg.  He has all the screen presence of a bowl of yogurt.   Also, I was expecting a LOT more skin than what the film delivered.  Given the context of the film, one would think that it would be an excuse to parade miles of topless women.  That's simply not the case.In the end, however, the biggest problem of this movie isn't Wahlberg or the lack of nudity.  The difficulty is that it's just plain boring.  I have more than a passing interest in the history of porn, and yet this flick failed to grab me"
314,dvd,"Yes, my mock Amazon name is Dirk Diggler(long story),but this is ""Boogie Nights"".I can't say this movie was ""over-looked"", because it wasn't. In fact it is really amazing that a film with this content was recognised for what it was and is, ""Fan-f**k-ing-tastic"".Burt Reynolds is back at the top of his game in years, Marky Mark can act(Dirk himself), Heather Graham, and all the rest are in top form.What can you say?? Kinda a mock story of John Holmes/70's/80's porn scene, but you really start to care about these people.Soundtrack represents the time and it all just works.I can't hear ""Sister Christian"" by Nightranger without thinking of that scene.(Some of you know, others will)Get the New Line 2 disc version. It's impressive.If you have an open mind and can take it for what it is, this will become a favorite, I guarentee it"
315,dvd,"I was very impressed with this story. I saw it in the theater, and also have this version on DVD.  This is one of the most intense, longest, fulfilling movies available on the topic of the pornography industry in the 70's and 80's.  Very stylistic and (un)believable.  A (c)ockumentary of superior proportions.  But it wasn't really a documentary, just a Hollywood movie, based on a time, when porn was coveted by the raincoat crowd.  When I say (un)believable, I mean the story truely is unbelievable, in that the porn industry is not a man actor's world, but clearly belongs to the female actor.  She is the star in this industry.  So, when I see a movie like this, I worry for the young men out there, who think that they are the next ""Dirk Diggler.""  While, I'm probably over worrying the concept, I still hope that my words reach some man out there.  This is not reality.  This is a fantasy, conceptualized by a Hollywood Director; and nothing more.In reality, this could have easily been a story written about a female actress, such as Rollergirl?  Interesting enough, the director fell into the cliche, making Rollergirl, a victim.  Chastised by her Highschool classmates, and ran out of school.  But in reality, we in the know, know that it is the Jenna Jameson's and Tera Patrick's who are the real starts.  I give this one 5 stars though, as it really is an over the top effort by the director.  I was quite impressed.Two hard ones up!  This movie rocks!MC White said: Check it out!!"
316,dvd,one word INTERESTING and for the ending VERY INTERESTING...I was a bit iffy about this movie before i watch it but it was actually a good movie..
